id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max,npsot_dfw_recommended
kentucky-bluegrass,Kentucky bluegrass,Poa pratensis,grass,3-11,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2,,,,#6b5a4a,3-8,heavy,POPR,Poa pratensis L.,Graminoid,AK:I|AK:N|CAN:I|CAN:N|GL:I|GL:N|HI:I|L48:I|L48:N|PR:I|SPM:I,Rhizomatous,Erect,Medium,Porous,Porous,No,No,No,No,Mid Spring,"Spring, Summer, Fall",Spring,Summer,2.0,Medium,Medium,Medium,Yes,Yes,Yes,5.8,8.4,no
dotted-smartweed,dotted smartweed,Polygonum punctatum,mound,6-8,6-8,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.2,,,,#3a3a34,6-11,moderate,POPU5,Polygonum punctatum Elliott,Forb/herb,CAN:N|HI:I|L48:N|PR:N,Single Crown,Erect,Medium,Moderate,Porous,No,Yes,No,No,Summer,Summer,Summer,Fall,3.2,High,Low,Medium,Yes,Yes,Yes,6.0,8.7,no
arrowleaf-tearthumb,arrowleaf tearthumb,Polygonum sagittatum,mound,6-8,5,#b3261e,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1,,,,#3a3a34,3-11,moderate,POSA5,Polygonum sagittatum L.,Forb/herb,CAN:N|L48:N|SPM:N,Single Crown,Prostrate,Medium,Porous,Porous,No,No,No,No,Late Spring,Summer,Spring,Fall,1.0,High,Low,Medium,Yes,Yes,Yes,4.0,8.5,no
woodland-bluegrass,woodland bluegrass,Poa sylvestris,grass,3-8,4,#e8d24a,,#5b7a4b,,,shade,high,"sandy,loamy",,3,,,,#6b5a4a,3-8,moderate,POSY,Poa sylvestris A. Gray,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Summer,3.0,Low,Low,High,Yes,Yes,No,5.9,7.0,no
chickasaw-plum,Chickasaw plum,Prunus angustifolia,vase,3-8,3,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,12,,,,#b3261e,6-8,moderate,PRAN3,Prunus angustifolia Marshall,Shrub,L48:N,Multiple Stem,Semi-Erect,Medium,Dense,Porous,No,Yes,Yes,No,Early Spring,Spring and Summer,Summer,Summer,12.0,High,None,Medium,Yes,Yes,No,5.0,7.5,no
honey-mesquite,honey mesquite,Prosopis glandulosa var. glandulosa,vase,3-8,3,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,50,,,,#f1f1e2,6-8,heavy,PRGLG,Prosopis glandulosa Torr. var. glandulosa,Shrub,HI:I|L48:N|VI:I,Multiple Stem,Rounded,Fine,Porous,Porous,No,Yes,Yes,No,Early Spring,Spring and Summer,Summer,Summer,50.0,High,High,Low,Yes,Yes,Yes,7.0,8.5,yes
black-cherry-prse2,black cherry,Prunus serotina,vase,3-8,5,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,80,,,,#3a3a34,6-8,heavy,PRSE2,Prunus serotina Ehrh.,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Medium,Moderate,Porous,No,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Summer,80.0,High,Medium,Medium,Yes,Yes,No,4.0,7.5,no
common-selfheal,common selfheal,Prunella vulgaris,mound,3-8,7,#8f6fb3,,,,,part-sun,medium,"sandy,loamy,clay",,1.5,,,,#5b7a4b,6-11,moderate,PRVU,Prunella vulgaris L.,Forb/herb,AK:N|CAN:I|CAN:N|HI:I|L48:N|SPM:N,Stoloniferous,Decumbent,Coarse,Moderate,Porous,No,Yes,No,No,Mid Summer,Spring and Summer,Summer,Fall,1.5,Medium,Medium,Medium,Yes,Yes,Yes,5.4,8.0,no
western-brackenfern,western brackenfern,Pteridium aquilinum,mound,3-8,6-8,#5b7a4b,,,,,shade,medium,"sandy,loamy",,6.6,,,,#6b5a4a,6-11,moderate,PTAQ,Pteridium aquilinum (L.) Kuhn,Forb/herb,AK:N|CAN:N|HI:N|L48:N|SPM:N,Rhizomatous,Erect,Medium,Porous,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Fall,6.6,Low,Medium,Medium,Yes,Yes,No,4.5,7.0,no
common-hoptree,common hoptree,Ptelea trifoliata,vase,3-8,6,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy",,25,,,,#b3261e,6-8,heavy,PTTR,Ptelea trifoliata L.,Shrub,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,Yes,No,No,Yes,Early Summer,Spring and Summer,Summer,Summer,25.0,Medium,Low,High,Yes,Yes,No,4.8,7.0,yes
white-oak,white oak,Quercus alba,tree,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,100,,,,#6b5a4a,6-11,heavy,QUAL,Quercus alba L.,Tree,CAN:N|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,100.0,Medium,Medium,Medium,Yes,Yes,No,4.5,6.8,no
southern-red-oak,southern red oak,Quercus falcata,tree,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,75,,,,#6b5a4a,6-11,moderate,QUFA,Quercus falcata Michx.,Tree,L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,75.0,Medium,High,Medium,Yes,Yes,Yes,4.8,7.0,no
gambel-oak,Gambel oak,Quercus gambelii,vase,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,40,,,,#6b5a4a,6-11,moderate,QUGA,Quercus gambelii Nutt.,Shrub,L48:N,Single Crown,Irregular,Coarse,Moderate,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,40.0,High,Low,Low,Yes,Yes,No,6.5,8.0,no
overcup-oak,overcup oak,Quercus lyrata,tree,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,high,"loamy,clay",,80,,,,#6b5a4a,6-11,moderate,QULY,Quercus lyrata Walter,Tree,L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,80.0,Medium,None,High,No,Yes,Yes,4.5,7.5,no
bur-oak,bur oak,Quercus macrocarpa,vase,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,100,,,,#6b5a4a,6-11,light,QUMA2,Quercus macrocarpa Michx.,Shrub,CAN:N|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,100.0,Medium,High,Medium,Yes,Yes,Yes,4.5,7.5,yes
blackjack-oak,blackjack oak,Quercus marilandica,vase,3-8,4,#e8d24a,,,,,full-sun,low,"sandy,loamy",,25,,,,#6b5a4a,9-11,moderate,QUMA3,Quercus marilandica Münchh.,Shrub,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Fall,Fall,25.0,High,High,Low,Yes,Yes,No,4.6,5.6,yes
swamp-chestnut-oak,swamp chestnut oak,Quercus michauxii,tree,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,80,,,,#6b5a4a,6-11,moderate,QUMI,Quercus michauxii Nutt.,Tree,L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,80.0,High,Low,Medium,No,Yes,Yes,4.5,6.5,no
chinquapin-oak,chinquapin oak,Quercus muehlenbergii,tree,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,medium,loamy,,70,,,,#6b5a4a,6-11,moderate,QUMU,Quercus muehlenbergii Engelm.,Tree,CAN:N|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,70.0,High,High,Medium,No,Yes,No,5.0,8.0,no
water-oak,water oak,Quercus nigra,tree,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,high,"loamy,clay",,90,,,,#6b5a4a,6-8,moderate,QUNI,Quercus nigra L.,Tree,L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Summer,90.0,High,Low,High,No,Yes,Yes,4.8,7.3,no
willow-oak,willow oak,Quercus phellos,tree,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,high,"loamy,clay",,100,,,,#6b5a4a,6-11,heavy,QUPH,Quercus phellos L.,Tree,L48:N,Single Stem,Erect,Fine,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,100.0,High,None,High,No,Yes,Yes,4.5,6.5,no
shumard-s-oak,Shumard's oak,Quercus shumardii,vase,3-8,3,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,100,,,,#6b5a4a,3-11,moderate,QUSH,Quercus shumardii Buckley,Shrub,CAN:N|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,Yes,Yes,Early Spring,Spring and Summer,Spring,Fall,100.0,High,High,Medium,Yes,Yes,No,5.0,7.6,yes
post-oak,post oak,Quercus stellata,tree,3-8,3,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,60,,,,#6b5a4a,6-11,moderate,QUST,Quercus stellata Wangenh.,Tree,L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Early Spring,Spring and Summer,Summer,Fall,60.0,High,High,Medium,Yes,Yes,No,4.8,6.5,yes
nuttall-oak,Nuttall oak,Quercus texana,vase,3-8,3,#e8d24a,,#5b7a4b,,,full-sun,medium,clay,,110,,,,#6b5a4a,3-11,heavy,QUTE,Quercus texana Buckley,Shrub,L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,Yes,Yes,Early Spring,Spring and Summer,Spring,Fall,110.0,High,None,Medium,No,No,Yes,4.5,5.5,no
black-oak,black oak,Quercus velutina,tree,3-8,3,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,80,,,,#6b5a4a,3-11,heavy,QUVE,Quercus velutina Lam.,Tree,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,Yes,Yes,Early Spring,Spring and Summer,Spring,Fall,80.0,Medium,Low,Medium,Yes,Yes,Yes,4.5,6.5,no
live-oak,live oak,Quercus virginiana,tree,3-8,3,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,50,,,,#6b5a4a,3-11,,QUVI,Quercus virginiana Mill.,Tree,L48:N,Single Stem,Rounded,Medium,Moderate,Porous,Yes,No,Yes,No,Early Spring,Spring and Summer,Spring,Fall,50.0,Medium,Medium,Medium,Yes,Yes,Yes,4.5,7.3,yes
littleleaf-buttercup,littleleaf buttercup,Ranunculus abortivus,mound,3-8,3-5,#e8d24a,,#5b7a4b,,,shade,medium,"loamy,clay",,2.8,,,,#3a3a34,6-8,light,RAAB,Ranunculus abortivus L.,Forb/herb,AK:N|CAN:N|L48:N|SPM:N,Multiple Stem,Erect,Medium,Porous,Porous,No,No,No,No,Spring,Spring and Summer,Summer,Summer,2.8,Low,Low,Medium,No,Yes,Yes,5.0,7.5,no
upright-prairie-coneflower,upright prairie coneflower,Ratibida columnifera,mound,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.1,,,,#6b5a4a,6-11,moderate,RACO3,Ratibida columnifera (Nutt.) Wooton & Standl.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,Yes,No,Mid Summer,Summer,Summer,Fall,3.1,High,Medium,Medium,Yes,Yes,Yes,5.9,7.0,yes
bristly-buttercup,bristly buttercup,Ranunculus hispidus,mound,3-5,3,#e8d24a,,,,,shade,medium,"loamy,clay",,2.5,,,,#e8d24a,6-8,moderate,RAHI,Ranunculus hispidus Michx.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,Yes,No,No,Early Spring,Spring,Summer,Summer,2.5,Low,Low,Medium,No,Yes,Yes,4.5,8.0,no
mississippi-buttercup,Mississippi buttercup,Ranunculus laxicaulis,mound,3-8,5,#e8d24a,,#5b7a4b,,,part-sun,high,loamy,,1.2,,,,#e8d24a,3-8,heavy,RALA2,Ranunculus laxicaulis (Torr. & A. Gray) Darby,Forb/herb,L48:N,Single Crown,Decumbent,Fine,Porous,Porous,No,Yes,No,Yes,Late Spring,Spring and Summer,Spring,Summer,1.2,Medium,Low,High,No,Yes,No,6.0,7.5,no
cursed-buttercup,cursed buttercup,Ranunculus sceleratus,mound,3-8,5,#e8d24a,,#5b7a4b,,,shade,high,"sandy,loamy,clay",,2,,,,#6b5a4a,3-8,moderate,RASC3,Ranunculus sceleratus L.,Forb/herb,AK:N|CAN:I|CAN:N|L48:N|SPM:I,Single Crown,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,Low,None,High,Yes,Yes,Yes,4.8,8.4,no
fragrant-sumac-rhars,fragrant sumac,Rhus aromatica var. serotina,vase,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,5,,,,#b3261e,6-11,moderate,RHARS,Rhus aromatica Aiton var. serotina (Greene) Rehder,Shrub,L48:N,Multiple Stem,Rounded,Coarse,Moderate,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,5.0,High,High,Low,Yes,Yes,Yes,5.0,8.0,yes
winged-sumac,winged sumac,Rhus copallinum,vase,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,8,,,,#6b5a4a,6-11,heavy,RHCO,Rhus copallinum L.,Shrub,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,8.0,High,Medium,Low,Yes,Yes,Yes,5.3,7.5,no
shortbristle-horned-beaksedge,shortbristle horned beaksedge,Rhynchospora corniculata,grass,6-8,5,#5b7a4b,,,,,full-sun,medium,"sandy,loamy,clay",,6.6,,,,#e8d24a,6-11,moderate,RHCO2,Rhynchospora corniculata (Lam.) A. Gray,Graminoid,L48:N,Single Crown,Erect,Coarse,Dense,Porous,No,No,Yes,No,Late Spring,Summer,Summer,Fall,6.6,High,Medium,Medium,Yes,Yes,Yes,5.1,7.4,no
smooth-sumac,smooth sumac,Rhus glabra,vase,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,12,,,,#6b5a4a,6-11,heavy,RHGL,Rhus glabra L.,Shrub,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,12.0,High,Medium,Low,Yes,Yes,No,5.3,7.5,yes
littleleaf-sumac,littleleaf sumac,Rhus microphylla,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,10,,,,#b3261e,6-11,moderate,RHMI3,Rhus microphylla Engelm. ex A. Gray,Shrub,L48:N,Multiple Stem,Rounded,Fine,Moderate,Moderate,No,No,Yes,Yes,Spring,Spring and Summer,Summer,Fall,10.0,High,High,Low,Yes,Yes,No,7.0,8.5,no
skunkbush-sumac,skunkbush sumac,Rhus trilobata,vase,3-8,6,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,4,,,,#b3261e,6-8,moderate,RHTR,Rhus trilobata Nutt.,Shrub,CAN:N|L48:N,Rhizomatous,Vase,Medium,Dense,Porous,No,Yes,Yes,Yes,Early Summer,Spring and Summer,Summer,Summer,4.0,Medium,Medium,Low,Yes,Yes,No,6.5,8.2,yes
carolina-rose,Carolina rose,Rosa carolina,mound,3-8,6,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy",,5,,,,#b3261e,6-11,light,ROCA4,Rosa carolina L.,Subshrub,CAN:N|L48:N,Multiple Stem,Erect,Medium,Dense,Moderate,No,Yes,Yes,No,Early Summer,Spring and Summer,Summer,Fall,5.0,Medium,High,Low,Yes,Yes,No,4.0,7.0,no
black-locust,black locust,Robinia pseudoacacia,tree,3-5,3-5,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,60,,,,#3a3a34,3-8,moderate,ROPS,Robinia pseudoacacia L.,Tree,CAN:I|L48:N,Multiple Stem,Erect,Medium,Porous,Porous,No,Yes,Yes,No,Spring,Spring,Spring,Summer,60.0,High,High,Medium,Yes,Yes,Yes,4.8,8.2,no
climbing-rose,climbing rose,Rosa setigera,mound,3-5,3-5,#f1f1e2,,,,,full-sun,low,"sandy,loamy",,16,,,,#b3261e,6-11,moderate,ROSE2,Rosa setigera Michx.,Subshrub,CAN:N|L48:N,Single Stem,Climbing,Fine,Moderate,Porous,No,Yes,Yes,No,Spring,Spring,Summer,Fall,16.0,High,High,Low,Yes,Yes,No,5.0,7.5,yes
sawtooth-blackberry,sawtooth blackberry,Rubus argutus,mound,3-5,3-5,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,8.2,,,,#3a3a34,6-11,heavy,RUAR2,Rubus argutus Link,Subshrub,HI:I|L48:N,Multiple Stem,Erect,Medium,Dense,Moderate,No,Yes,Yes,No,Spring,Spring,Summer,Fall,8.2,High,Medium,Medium,Yes,Yes,Yes,4.5,7.0,no
northern-dewberry,northern dewberry,Rubus flagellaris,mound,3-8,5,#f1f1e2,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3,,,,#3a3a34,6-11,heavy,RUFL,Rubus flagellaris Willd.,Subshrub,CAN:N|L48:N,Thicket Forming,Prostrate,Coarse,Dense,Porous,No,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Fall,3.0,Medium,Low,High,Yes,Yes,Yes,5.0,7.0,no
blackeyed-susan,blackeyed Susan,Rudbeckia hirta,mound,"1,2,3,4,5,9,10,11,12",6-8,#d98a3d,,#5b7a4b,,,full-sun,medium,"loamy,clay",,1,,,,#6b5a4a,6-8,heavy,RUHI2,Rudbeckia hirta L.,Forb/herb,AK:I|CAN:N|L48:N,Single Stem,Semi-Erect,Coarse,Porous,Porous,No,Yes,No,No,Summer,"Fall, Winter and Spring",Summer,Summer,1.0,High,Medium,Medium,No,Yes,Yes,6.0,7.0,yes
fringeleaf-wild-petunia,fringeleaf wild petunia,Ruellia humilis,mound,6-8,6-8,#8f6fb3,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,2.6,,,,#e8d24a,6-11,light,RUHU,Ruellia humilis Nutt.,Forb/herb,L48:N,Single Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Summer,Summer,Summer,Fall,2.6,Low,Medium,Low,Yes,Yes,Yes,4.5,7.5,no
great-coneflower,great coneflower,Rudbeckia maxima,mound,3-5,6-8,#e8d24a,,,,,full-sun,high,"sandy,loamy,clay",,9.8,,,,#3a3a34,6-11,moderate,RUMA3,Rudbeckia maxima Nutt.,Forb/herb,L48:N,Single Stem,Erect,Coarse,Porous,Porous,No,Yes,No,No,Summer,Spring,Summer,Fall,9.8,High,None,High,Yes,Yes,Yes,4.0,7.0,no
golden-dock,golden dock,Rumex maritimus,mound,3-8,5,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,2,,,,#6b5a4a,6-8,moderate,RUMA4,Rumex maritimus L.,Forb/herb,AK:I|CAN:N|L48:N,Rhizomatous,Semi-Erect,Coarse,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,Medium,None,High,Yes,Yes,Yes,5.0,8.2,no
limestone-wild-petunia,limestone wild petunia,Ruellia strepens,mound,3-5,3,#8f6fb3,,#5b7a4b,,,shade,low,"loamy,clay",,3.6,,,,#e8d24a,6-8,light,RUST2,Ruellia strepens L.,Forb/herb,L48:N,Single Stem,Erect,Medium,Porous,Porous,No,Yes,No,No,Early Spring,Spring,Summer,Summer,3.6,Low,Medium,Low,No,Yes,Yes,6.0,8.5,no
sassafras,sassafras,Sassafras albidum,vase,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,75,,,,#5b7ea3,6-8,moderate,SAAL5,Sassafras albidum (Nutt.) Nees,Shrub,CAN:N|L48:N,Single Stem,Irregular,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Spring,Spring and Summer,Summer,Summer,75.0,High,High,Low,Yes,Yes,No,4.5,7.3,no
peachleaf-willow,peachleaf willow,Salix amygdaloides,vase,3-8,5,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy",,60,,,,,3-5,heavy,SAAM2,Salix amygdaloides Andersson,Shrub,CAN:N|L48:N,Multiple Stem,Irregular,Medium,Dense,Porous,No,No,No,No,Late Spring,Spring and Summer,Spring,Spring,60.0,High,Low,High,Yes,Yes,No,6.0,8.0,no
pitcher-sage,pitcher sage,Salvia azurea var. grandiflora,mound,3-8,3-5,#5b7ea3,,#5b7a4b,,,full-sun,medium,"loamy,clay",,3,,,,#6b5a4a,6-11,moderate,SAAZG,Salvia azurea Michx. ex Lam. var. grandiflora Benth.,Forb/herb,L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,Yes,No,No,Spring,Spring and Summer,Summer,Fall,3.0,High,Low,Medium,No,Yes,Yes,6.0,8.0,yes
narrowleaf-willow,narrowleaf willow,Salix exigua,vase,3-8,3,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy",,10,,,,#f1f1e2,6-5,heavy,SAEX,Salix exigua Nutt.,Shrub,CAN:N|L48:N,Rhizomatous,Erect,Medium,Dense,Porous,No,No,No,No,Early Spring,Spring and Summer,Summer,Spring,10.0,Medium,Medium,High,Yes,Yes,No,6.0,8.5,no
sugarcane-plumegrass,sugarcane plumegrass,Saccharum giganteum,grass,6-8,6-8,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,9.8,,,,#f1f1e2,6-11,moderate,SAGI,Saccharum giganteum (Walter) Pers.,Graminoid,L48:N,Bunch,Erect,Coarse,Porous,Porous,No,No,No,Yes,Summer,Summer,Summer,Fall,9.8,High,None,Medium,Yes,Yes,No,3.5,7.0,no
goodding-s-willow,Goodding's willow,Salix gooddingii,tree,3-8,3,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy",,40,,,,#6b5a4a,3-5,light,SAGO,Salix gooddingii C.R. Ball,Tree,L48:N,Multiple Stem,Erect,Coarse,Dense,Moderate,No,No,No,No,Early Spring,Spring and Summer,Spring,Spring,40.0,High,Medium,High,Yes,Yes,No,5.7,7.4,no
broadleaf-arrowhead,broadleaf arrowhead,Sagittaria latifolia,mound,3-5,5,#e8d24a,,#5b7a4b,,,full-sun,high,"loamy,clay",,4.9,,,,,3-8,moderate,SALA2,Sagittaria latifolia Willd.,Forb/herb,CAN:N|HI:I|L48:N|PR:N,Bunch,Erect,Medium,Moderate,Porous,No,Yes,No,No,Late Spring,Spring,Spring,Summer,4.9,High,None,High,No,Yes,Yes,4.7,8.9,no
dwarf-palmetto,dwarf palmetto,Sabal minor,vase,3-8,5,#f1f1e2,,,,,shade,high,"loamy,clay",,9,,,,#3a3a34,9-12,light,SAMI8,Sabal minor (Jacq.) Pers.,Shrub,L48:N,Bunch,Erect,Coarse,Dense,Dense,Yes,No,No,No,Late Spring,Spring and Summer,Fall,Winter,9.0,Low,None,High,No,Yes,Yes,5.5,6.5,no
black-willow,black willow,Salix nigra,tree,3-8,3,,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,100,,,,,3-8,heavy,SANI,Salix nigra Marshall,Tree,CAN:N|L48:N,Multiple Stem,Erect,Medium,Moderate,Porous,No,No,No,No,Early Spring,Spring and Summer,Spring,Summer,100.0,High,Low,High,Yes,Yes,Yes,4.8,8.0,no
american-black-elderberry,American black elderberry,Sambucus nigra ssp. canadensis,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,medium,loamy,,7,,,,#5b7ea3,3-8,heavy,SANIC4,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,Shrub,CAN:N|HI:I|L48:N|PB:I|PR:N|VI:I,Multiple Stem,Erect,Medium,Dense,Porous,No,Yes,Yes,Yes,Spring,Spring and Summer,Spring,Summer,7.0,High,Medium,Medium,No,Yes,No,5.0,8.9,no
blue-elderberry,blue elderberry,Sambucus nigra ssp. cerulea,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy",,23,,,,#3a3a34,6-11,heavy,SANIC5,Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Moderate,,No,Yes,Yes,No,Spring,Spring and Summer,Summer,Fall,23.0,Medium,High,Low,Yes,Yes,No,4.9,7.5,no
delta-arrowhead,delta arrowhead,Sagittaria platyphylla,mound,3-8,7,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3,,,,#5b7a4b,6-11,,SAPL,Sagittaria platyphylla (Engelm.) J.G. Sm.,Forb/herb,L48:N,Single Crown,Erect,Coarse,Porous,Porous,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,3.0,High,None,High,Yes,Yes,Yes,5.0,7.0,no
western-soapberry,western soapberry,Sapindus saponaria var. drummondii,vase,6-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,20,,,,#e8d24a,6-8,moderate,SASAD,Sapindus saponaria L. var. drummondii (Hook. & Arn.) L.D. Benson,Shrub,L48:N,Single Stem,Erect,Fine,Moderate,Porous,No,Yes,Yes,Yes,Spring,Summer,Summer,Summer,20.0,High,High,Low,Yes,Yes,Yes,7.0,8.5,no
american-cupscale,American cupscale,Sacciolepis striata,grass,6-8,6,#8f6fb3,,#5b7a4b,,,full-sun,low,"loamy,clay",,3,,,,#8f6fb3,6-11,,SAST,Sacciolepis striata (L.) Nash,Graminoid,L48:N|PR:N,Rhizomatous,Erect,Coarse,Porous,Porous,No,No,No,No,Early Summer,Summer,Summer,Fall,3.0,High,Medium,Low,No,Yes,Yes,5.0,7.3,no
hardstem-bulrush,hardstem bulrush,Schoenoplectus acutus var. acutus,grass,6-8,5,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,9.8,,,,#3a3a34,3-11,moderate,SCACA,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. acutus,Graminoid,AK:N|CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,No,No,Late Spring,Summer,Spring,Fall,9.8,High,Medium,High,No,Yes,Yes,5.2,8.5,no
